t,tac1,tac2,adv,ata,aa,relb,dist,clos,ediff,ego_alt,ego_vc,ego_bank,enm_bank,sp_psi,sp_h,sp_v,H1,H2
15.0500,ONE_CIRCLE,ONE_CIRCLE,0.0211,104.5015,71.7063,97.5765,14418.0875,-219.9201,-267.0481,13686.5529,323.7384,69.8782,-70.8188,184.8997,13686.5529,320.0000,79.5927,79.5734
15.1000,ONE_CIRCLE,ONE_CIRCLE,0.0209,104.1476,72.0822,97.2331,14436.3703,-215.1128,-267.9076,13680.7765,323.7003,69.8119,-70.7544,184.9015,13680.7765,320.0000,79.5927,79.5734
15.1500,ONE_CIRCLE,ONE_CIRCLE,0.0208,103.7943,72.4574,96.8906,14454.2492,-210.3074,-268.7706,13675.0081,323.6628,69.7453,-70.6899,184.9033,13675.0081,320.0000,79.5927,79.5734
15.2000,ONE_CIRCLE,ONE_CIRCLE,0.0207,103.4414,72.8319,96.5488,14471.7242,-205.5042,-269.6372,13669.2477,323.6260,69.6786,-70.6251,184.9050,13669.2477,320.0000,79.5927,79.5734
15.2500,ONE_CIRCLE,ONE_CIRCLE,0.0206,103.0892,73.2056,96.2078,14488.7956,-200.7033,-270.5073,13663.4955,323.5899,69.6117,-70.5602,184.9066,13663.4955,320.0000,79.5927,79.5734
15.3000,ONE_CIRCLE,ONE_CIRCLE,0.0205,102.7375,73.5786,95.8677,14505.4636,-195.9052,-271.3812,13657.7516,323.5544,69.5445,-70.4951,184.9082,13657.7516,320.0000,79.5927,79.5734
15.3500,ONE_CIRCLE,ONE_CIRCLE,0.0203,102.3865,73.9509,95.5283,14521.7285,-191.1102,-272.2588,13652.0161,323.5196,69.4771,-70.4297,184.9097,13652.0161,320.0000,79.5927,79.5734
15.4000,ONE_CIRCLE,ONE_CIRCLE,0.0202,102.0360,74.3224,95.1898,14537.5904,-186.3185,-273.1402,13646.2891,323.4854,69.4096,-70.3643,184.9112,13646.2891,320.0000,79.5927,79.5734
15.4500,ONE_CIRCLE,ONE_CIRCLE,0.0201,101.6861,74.6931,94.8521,14553.0498,-181.5305,-274.0255,13640.5707,323.4518,69.3417,-70.2986,184.9126,13640.5707,320.0000,79.5927,79.5734
15.5000,ONE_CIRCLE,ONE_CIRCLE,0.0200,101.3368,75.0631,94.5152,14568.1069,-176.7465,-274.9146,13634.8610,323.4189,69.2737,-70.2327,184.9139,13634.8610,320.0000,79.5927,79.5734
15.5500,ONE_CIRCLE,ONE_CIRCLE,0.0199,100.9881,75.4323,94.1792,14582.7621,-171.9668,-275.8076,13629.1602,323.3866,69.2055,-70.1666,184.9152,13629.1602,320.0000,79.5927,79.5734
15.6000,ONE_CIRCLE,ONE_CIRCLE,0.0198,100.6400,75.8007,93.8440,14597.0157,-167.1916,-276.7045,13623.4683,323.3550,69.1371,-70.1004,184.9164,13623.4683,320.0000,79.5927,79.5734
15.6500,ONE_CIRCLE,ONE_CIRCLE,0.0197,100.2926,76.1683,93.5097,14610.8681,-162.4212,-277.6055,13617.7855,323.3240,69.0684,-70.0340,184.9176,13617.7855,320.0000,79.5927,79.5734
15.7000,ONE_CIRCLE,ONE_CIRCLE,0.0196,99.9458,76.5351,93.1762,14624.3198,-157.6561,-278.5104,13612.1118,323.2936,68.9995,-69.9674,184.9187,13612.1118,320.0000,79.5927,79.5734
15.7500,ONE_CIRCLE,ONE_CIRCLE,0.0194,99.5996,76.9011,92.8436,14637.3712,-152.8963,-279.4194,13606.4474,323.2638,68.9305,-69.9006,184.9198,13606.4474,320.0000,79.5927,79.5734
15.8000,ONE_CIRCLE,ONE_CIRCLE,0.0193,99.2541,77.2662,92.5119,14650.0228,-148.1423,-280.3324,13600.7923,323.2347,68.8612,-69.8336,184.9208,13600.7923,320.0000,79.5927,79.5734
15.8500,ONE_CIRCLE,ONE_CIRCLE,0.0192,98.9092,77.6305,92.1810,14662.2750,-143.3943,-281.2495,13595.1466,323.2061,68.7917,-69.7665,184.9218,13595.1466,320.0000,79.5927,79.5734
15.9000,ONE_CIRCLE,ONE_CIRCLE,0.0191,98.5650,77.9940,91.8510,14674.1285,-138.6526,-282.1707,13589.5106,323.1782,68.7220,-69.6992,184.9227,13589.5106,320.0000,79.5927,79.5734
15.9500,ONE_CIRCLE,ONE_CIRCLE,0.0190,98.2215,78.3567,91.5219,14685.5836,-133.9174,-283.0960,13583.8841,323.1509,68.6520,-69.6317,184.9236,13583.8841,320.0000,79.5927,79.5734
16.0000,ONE_CIRCLE,ONE_CIRCLE,0.0189,97.8786,78.7185,91.1937,14696.6411,-129.1890,-284.0254,13578.2675,323.1242,68.5819,-69.5640,184.9244,13578.2675,320.0000,79.5927,79.5734
16.0500,ONE_CIRCLE,ONE_CIRCLE,0.0188,97.5364,79.0794,90.8663,14707.3014,-124.4678,-284.9589,13572.6606,323.0981,68.5116,-69.4962,184.9252,13572.6606,320.0000,79.5927,79.5734
16.1000,ONE_CIRCLE,ONE_CIRCLE,0.0187,97.1949,79.4395,90.5399,14717.5651,-119.7539,-285.8966,13567.0638,323.0727,68.4410,-69.4281,184.9259,13567.0638,320.0000,79.5927,79.5734
16.1500,ONE_CIRCLE,ONE_CIRCLE,0.0186,96.8541,79.7987,90.2143,14727.4330,-115.0477,-286.8383,13561.4769,323.0478,68.3703,-69.3599,184.9266,13561.4769,320.0000,79.5927,79.5734
16.2000,ONE_CIRCLE,ONE_CIRCLE,0.0185,96.5140,80.1570,89.8897,14736.9056,-110.3493,-287.7843,13555.9002,323.0235,68.2993,-69.2915,184.9272,13555.9002,320.0000,79.5927,79.5734
16.2500,ONE_CIRCLE,ONE_CIRCLE,0.0184,96.1746,80.5145,89.5660,14745.9837,-105.6591,-288.7343,13550.3337,322.9998,68.2282,-69.2230,184.9278,13550.3337,320.0000,79.5927,79.5734
16.3000,ONE_CIRCLE,ONE_CIRCLE,0.0183,95.8360,80.8710,89.2432,14754.6679,-100.9773,-289.6885,13544.7775,322.9767,68.1568,-69.1543,184.9284,13544.7775,320.0000,79.5927,79.5734
16.3500,ONE_CIRCLE,ONE_CIRCLE,0.0182,95.4980,81.2266,88.9213,14762.9590,-96.3041,-290.6467,13539.2317,322.9542,68.0852,-69.0854,184.9289,13539.2317,320.0000,79.5927,79.5734
16.4000,ONE_CIRCLE,ONE_CIRCLE,0.0181,95.1608,81.5814,88.6003,14770.8576,-91.6398,-291.6091,13533.6964,322.9323,68.0135,-69.0163,184.9293,13533.6964,320.0000,79.5927,79.5734
16.4500,ONE_CIRCLE,ONE_CIRCLE,0.0180,94.8243,81.9352,88.2803,14778.3645,-86.9847,-292.5756,13528.1717,322.9110,67.9415,-68.9471,184.9298,13528.1717,320.0000,79.5927,79.5734
16.5000,ONE_CIRCLE,ONE_CIRCLE,0.0179,94.4885,82.2881,87.9612,14785.4806,-82.3389,-293.5462,13522.6576,322.8903,67.8693,-68.8777,184.9301,13522.6576,320.0000,79.5927,79.5734
16.5500,ONE_CIRCLE,ONE_CIRCLE,0.0178,94.1535,82.6401,87.6430,14792.2066,-77.7028,-294.5208,13517.1543,322.8701,67.7969,-68.8081,184.9305,13517.1543,320.0000,79.5927,79.5734
16.6000,ONE_CIRCLE,ONE_CIRCLE,0.0177,93.8193,82.9912,87.3258,14798.5433,-73.0765,-295.4994,13511.6618,322.8505,67.7243,-68.7384,184.9308,13511.6618,320.0000,79.5927,79.5734
16.6500,ONE_CIRCLE,ONE_CIRCLE,0.0176,93.4858,83.3413,87.0095,14804.4916,-68.4603,-296.4821,13506.1802,322.8315,67.6515,-68.6685,184.9310,13506.1802,320.0000,79.5927,79.5734
16.7000,ONE_CIRCLE,ONE_CIRCLE,0.0175,93.1530,83.6905,86.6941,14810.0524,-63.8544,-297.4688,13500.7096,322.8131,67.5786,-68.5984,184.9313,13500.7096,320.0000,79.5927,79.5734
16.7500,ONE_CIRCLE,ONE_CIRCLE,0.0174,92.8211,84.0387,86.3798,14815.2264,-59.2591,-298.4595,13495.2501,322.7952,67.5054,-68.5282,184.9314,13495.2501,320.0000,79.5927,79.5734
16.8000,ONE_CIRCLE,ONE_CIRCLE,0.0174,92.4899,84.3860,86.0663,14820.0146,-54.6744,-299.4540,13489.8018,322.7779,67.4320,-68.4578,184.9316,13489.8018,320.0000,79.5927,79.5734
16.8500,ONE_CIRCLE,ONE_CIRCLE,0.0173,92.1595,84.7323,85.7538,14824.4179,-50.1008,-300.4526,13484.3647,322.7612,67.3584,-68.3873,184.9317,13484.3647,320.0000,79.5927,79.5734
16.9000,ONE_CIRCLE,ONE_CIRCLE,0.0172,91.8298,85.0777,85.4423,14828.4373,-45.5383,-301.4550,13478.9389,322.7450,67.2847,-68.3165,184.9318,13478.9389,320.0000,79.5927,79.5734
16.9500,ONE_CIRCLE,ONE_CIRCLE,0.0171,91.5010,85.4221,85.1317,14832.0737,-40.9872,-302.4612,13473.5244,322.7294,67.2107,-68.2457,184.9318,13473.5244,320.0000,79.5927,79.5734
17.0000,ONE_CIRCLE,ONE_CIRCLE,0.0170,91.1729,85.7655,84.8222,14835.3280,-36.4477,-303.4713,13468.1214,322.7143,67.1365,-68.1746,184.9318,13468.1214,320.0000,79.5927,79.5734
17.0500,ONE_CIRCLE,ONE_CIRCLE,0.0169,90.8457,86.1079,84.5135,14838.2012,-31.9201,-304.4851,13462.7300,322.6998,67.0622,-68.1034,184.9318,13462.7300,320.0000,79.5927,79.5734
17.1000,ONE_CIRCLE,ONE_CIRCLE,0.0168,90.5193,86.4494,84.2059,14840.6944,-27.4044,-305.5027,13457.3502,322.6858,66.9876,-68.0321,184.9317,13457.3502,320.0000,79.5927,79.5734
17.1500,ONE_CIRCLE,ONE_CIRCLE,0.0168,90.1936,86.7899,83.8992,14842.8086,-22.9008,-306.5240,13451.9820,322.6724,66.9129,-67.9606,184.9316,13451.9820,320.0000,79.5927,79.5734
17.2000,ONE_CIRCLE,ONE_CIRCLE,0.0167,89.8688,87.1294,83.5935,14844.5447,-18.4097,-307.5490,13446.6255,322.6595,66.8380,-67.8889,184.9314,13446.6255,320.0000,79.5927,79.5734
17.2500,ONE_CIRCLE,ONE_CIRCLE,0.0166,89.5448,87.4679,83.2888,14845.9038,-13.9312,-308.5776,13441.2809,322.6472,66.7628,-67.8171,184.9313,13441.2809,320.0000,79.5927,79.5734
17.3000,ONE_CIRCLE,ONE_CIRCLE,0.0165,89.2217,87.8054,82.9850,14846.8871,-9.4654,-309.6097,13435.9482,322.6354,66.6875,-67.7451,184.9310,13435.9482,320.0000,79.5927,79.5734
17.3500,ONE_CIRCLE,ONE_CIRCLE,0.0164,88.8994,88.1418,82.6823,14847.4955,-5.0125,-310.6454,13430.6273,322.6241,66.6120,-67.6730,184.9308,13430.6273,320.0000,79.5927,79.5734
17.4000,ONE_CIRCLE,ONE_CIRCLE,0.0164,88.5779,88.4773,82.3805,14847.7302,-0.5727,-311.6846,13425.3185,322.6134,66.5364,-67.6007,184.9305,13425.3185,320.0000,79.5927,79.5734
17.4500,ONE_CIRCLE,ONE_CIRCLE,0.0163,88.2572,88.8118,82.0797,14847.5923,3.8537,-312.7272,13420.0218,322.6032,66.4605,-67.5283,184.9302,13420.0218,320.0000,79.5927,79.5734
17.5000,ONE_CIRCLE,ONE_CIRCLE,0.0162,87.9374,89.1453,81.7799,14847.0829,8.2667,-313.7732,13414.7371,322.5935,66.3844,-67.4557,184.9299,13414.7371,320.0000,79.5927,79.5734
17.5500,ONE_CIRCLE,ONE_CIRCLE,0.0161,87.6185,89.4777,81.4811,14846.2031,12.6661,-314.8225,13409.4647,322.5843,66.3082,-67.3830,184.9295,13409.4647,320.0000,79.5927,79.5734
17.6000,ONE_CIRCLE,ONE_CIRCLE,0.0161,87.3004,89.8091,81.1833,14844.9542,17.0517,-315.8752,13404.2045,322.5757,66.2318,-67.3101,184.9291,13404.2045,320.0000,79.5927,79.5734
17.6500,ONE_CIRCLE,ONE_CIRCLE,0.0160,86.9831,90.1395,80.8865,14843.3372,21.4234,-316.9310,13398.9566,322.5675,66.1552,-67.2371,184.9287,13398.9566,320.0000,79.5927,79.5734
17.7000,ONE_CIRCLE,ONE_CIRCLE,0.0159,86.6667,90.4689,80.5907,14841.3533,25.7809,-317.9900,13393.7211,322.5599,66.0784,-67.1640,184.9282,13393.7211,320.0000,79.5927,79.5734
17.7500,ONE_CIRCLE,ONE_CIRCLE,0.0158,86.3512,90.7972,80.2959,14839.0037,30.1242,-319.0522,13388.4980,322.5528,66.0014,-67.0907,184.9277,13388.4980,320.0000,79.5927,79.5734
17.8000,ONE_CIRCLE,ONE_CIRCLE,0.0158,86.0366,91.1245,80.0021,14836.2897,34.4531,-320.1174,13383.2873,322.5462,65.9243,-67.0172,184.9272,13383.2873,320.0000,79.5927,79.5734
17.8500,ONE_CIRCLE,ONE_CIRCLE,0.0157,85.7228,91.4508,79.7093,14833.2125,38.7674,-321.1856,13378.0892,322.5401,65.8469,-66.9436,184.9266,13378.0892,320.0000,79.5927,79.5734
17.9000,ONE_CIRCLE,ONE_CIRCLE,0.0156,85.4099,91.7760,79.4175,14829.7732,43.0671,-322.2567,13372.9036,322.5346,65.7694,-66.8699,184.9260,13372.9036,320.0000,79.5927,79.5734
17.9500,ONE_CIRCLE,ONE_CIRCLE,0.0156,85.0979,92.1002,79.1267,14825.9731,47.3519,-323.3308,13367.7307,322.5295,65.6917,-66.7960,184.9254,13367.7307,320.0000,79.5927,79.5734
18.0000,ONE_CIRCLE,ONE_CIRCLE,0.0155,84.7868,92.4233,78.8369,14821.8136,51.6217,-324.4076,13362.5704,322.5249,65.6139,-66.7220,184.9248,13362.5704,320.0000,79.5927,79.5734
18.0500,ONE_CIRCLE,ONE_CIRCLE,0.0154,84.4765,92.7454,78.5481,14817.2957,55.8765,-325.4873,13357.4229,322.5208,65.5359,-66.6478,184.9241,13357.4229,320.0000,79.5927,79.5734
18.1000,ONE_CIRCLE,ONE_CIRCLE,0.0154,84.1672,93.0664,78.2603,14812.4209,60.1160,-326.5696,13352.2881,322.5172,65.4577,-66.5735,184.9234,13352.2881,320.0000,79.5927,79.5734
18.1500,ONE_CIRCLE,ONE_CIRCLE,0.0153,83.8587,93.3864,77.9735,14807.1903,64.3402,-327.6546,13347.1661,322.5140,65.3793,-66.4991,184.9227,13347.1661,320.0000,79.5927,79.5734
18.2000,ONE_CIRCLE,ONE_CIRCLE,0.0152,83.5512,93.7053,77.6878,14801.6054,68.5489,-328.7422,13342.0569,322.5114,65.3007,-66.4245,184.9219,13342.0569,320.0000,79.5927,79.5734
18.2500,ONE_CIRCLE,ONE_CIRCLE,0.0152,83.2445,94.0232,77.4030,14795.6673,72.7420,-329.8323,13336.9607,322.5092,65.2220,-66.3498,184.9211,13336.9607,320.0000,79.5927,79.5734
18.3000,ONE_CIRCLE,ONE_CIRCLE,0.0151,82.9388,94.3400,77.1193,14789.3775,76.9194,-330.9248,13331.8774,322.5076,65.1431,-66.2750,184.9203,13331.8774,320.0000,79.5927,79.5734
18.3500,ONE_CIRCLE,ONE_CIRCLE,0.0151,82.6340,94.6555,76.8365,14782.7372,81.0791,-332.0270,13326.8070,322.5064,65.0641,-66.2000,184.9195,13326.8070,320.0000,79.5927,79.5734
18.4000,ONE_CIRCLE,ONE_CIRCLE,0.0150,82.3300,94.9691,76.5548,14775.7482,85.2176,-333.1512,13321.7497,322.5056,64.9849,-66.1249,184.9187,13321.7497,320.0000,79.5927,79.5734
18.4500,ONE_CIRCLE,ONE_CIRCLE,0.0150,82.0270,95.2816,76.2741,14768.4121,89.3403,-334.2653,13316.7054,322.5054,64.9055,-66.0497,184.9179,13316.7054,320.0000,79.5927,79.5734
18.5000,ONE_CIRCLE,ONE_CIRCLE,0.0149,81.7249,95.5932,75.9944,14760.7300,93.4471,-335.3670,13311.6742,322.5056,64.8259,-65.9743,184.9171,13311.6742,320.0000,79.5927,79.5734
18.5500,ONE_CIRCLE,ONE_CIRCLE,0.0148,81.4238,95.9037,75.7157,14752.7035,97.5377,-336.4563,13306.6561,322.5062,64.7462,-65.8987,184.9162,13306.6561,320.0000,79.5927,79.5734
18.6000,ONE_CIRCLE,ONE_CIRCLE,0.0148,81.1235,96.2131,75.4380,14744.3338,101.6122,-337.5331,13301.6512,322.5073,64.6664,-65.8230,184.9153,13301.6512,320.0000,79.5927,79.5734
18.6500,ONE_CIRCLE,ONE_CIRCLE,0.0147,80.8242,96.5216,75.1613,14735.6223,105.6704,-338.5974,13296.6594,322.5089,64.5864,-65.7470,184.9143,13296.6594,320.0000,79.5927,79.5734
18.7000,ONE_CIRCLE,ONE_CIRCLE,0.0147,80.5258,96.8289,74.8856,14726.5704,109.7121,-339.6490,13291.6809,322.5109,64.5062,-65.6710,184.9134,13291.6809,320.0000,79.5927,79.5734
18.7500,ONE_CIRCLE,ONE_CIRCLE,0.0146,80.2283,97.1352,74.6110,14717.1794,113.7374,-340.6880,13286.7156,322.5134,64.4259,-65.5947,184.9124,13286.7156,320.0000,79.5927,79.5734
18.8000,ONE_CIRCLE,ONE_CIRCLE,0.0146,79.9318,97.4405,74.3373,14707.4508,117.7460,-341.7145,13281.7635,322.5163,64.3454,-65.5183,184.9114,13281.7635,320.0000,79.5927,79.5734
18.8500,ONE_CIRCLE,ONE_CIRCLE,0.0146,79.6362,97.7447,74.0647,14697.3860,121.7379,-342.7285,13276.8248,322.5197,64.2647,-65.4418,184.9103,13276.8248,320.0000,79.5927,79.5734
18.9000,ONE_CIRCLE,ONE_CIRCLE,0.0145,79.3415,98.0478,73.7931,14686.9864,125.7129,-343.7302,13271.8994,322.5235,64.1839,-65.3652,184.9093,13271.8994,320.0000,79.5927,79.5734
18.9500,ONE_CIRCLE,ONE_CIRCLE,0.0145,79.0478,98.3499,73.5225,14676.2533,129.6709,-344.7198,13266.9873,322.5277,64.1030,-65.2884,184.9082,13266.9873,320.0000,79.5927,79.5734
19.0000,ONE_CIRCLE,ONE_CIRCLE,0.0144,78.7550,98.6509,73.2529,14665.1883,133.6117,-345.6975,13262.0886,322.5324,64.0218,-65.2116,184.9071,13262.0886,320.0000,79.5927,79.5734
19.0500,ONE_CIRCLE,ONE_CIRCLE,0.0144,78.4632,98.9508,72.9843,14653.7927,137.5354,-346.6635,13257.2033,322.5375,63.9406,-65.1347,184.9059,13257.2033,320.0000,79.5927,79.5734
19.1000,ONE_CIRCLE,ONE_CIRCLE,0.0143,78.1723,99.2496,72.7167,14642.0681,141.4417,-347.6179,13252.3314,322.5430,63.8591,-65.0576,184.9047,13252.3314,320.0000,79.5927,79.5734
19.1500,ONE_CIRCLE,ONE_CIRCLE,0.0143,77.8824,99.5474,72.4501,14630.0159,145.3307,-348.5607,13247.4730,322.5490,63.7775,-64.9804,184.9036,13247.4730,320.0000,79.5927,79.5734
19.2000,ONE_CIRCLE,ONE_CIRCLE,0.0142,77.5934,99.8440,72.1845,14617.6375,149.2023,-349.4920,13242.6280,322.5554,63.6958,-64.9030,184.9023,13242.6280,320.0000,79.5927,79.5734
19.2500,ONE_CIRCLE,ONE_CIRCLE,0.0142,77.3053,100.1396,71.9199,14604.9344,153.0564,-350.4118,13237.7964,322.5621,63.6139,-64.8255,184.9011,13237.7964,320.0000,79.5927,79.5734
19.3000,ONE_CIRCLE,ONE_CIRCLE,0.0142,77.0182,100.4340,71.6563,14591.9081,156.8929,-351.3202,13232.9784,322.5693,63.5319,-64.7479,184.8998,13232.9784,320.0000,79.5927,79.5734
19.3500,ONE_CIRCLE,ONE_CIRCLE,0.0141,76.7321,100.7274,71.3937,14578.5600,160.7118,-352.2170,13228.1738,322.5770,63.4497,-64.6701,184.8986,13228.1738,320.0000,79.5927,79.5734
19.4000,ONE_CIRCLE,ONE_CIRCLE,0.0141,76.4469,101.0197,71.1321,14564.8917,164.5131,-353.1024,13223.3828,322.5850,63.3674,-64.5921,184.8972,13223.3828,320.0000,79.5927,79.5734
19.4500,ONE_CIRCLE,ONE_CIRCLE,0.0140,76.1627,101.3109,70.8716,14550.9047,168.2967,-353.9764,13218.6053,322.5934,63.2850,-64.5140,184.8959,13218.6053,320.0000,79.5927,79.5734
19.5000,ONE_CIRCLE,ONE_CIRCLE,0.0140,75.8794,101.6011,70.6120,14536.6003,172.0626,-354.8389,13213.8413,322.6022,63.2024,-64.4358,184.8946,13213.8413,320.0000,79.5927,79.5734
19.5500,ONE_CIRCLE,ONE_CIRCLE,0.0140,75.5971,101.8901,70.3534,14521.9802,175.8107,-355.6901,13209.0909,322.6114,63.1196,-64.3574,184.8932,13209.0909,320.0000,79.5927,79.5734
19.6000,ONE_CIRCLE,ONE_CIRCLE,0.0139,75.3157,102.1781,70.0958,14507.0457,179.5410,-356.5300,13204.3540,322.6210,63.0368,-64.2789,184.8918,13204.3540,320.0000,79.5927,79.5734
19.6500,ONE_CIRCLE,ONE_CIRCLE,0.0139,75.0353,102.4650,69.8392,14491.7984,183.2534,-357.3588,13199.6307,322.6310,62.9537,-64.2003,184.8904,13199.6307,320.0000,79.5927,79.5734
19.7000,ONE_CIRCLE,ONE_CIRCLE,0.0139,74.7559,102.7508,69.5836,14476.2399,186.9479,-358.1764,13194.9210,322.6414,62.8706,-64.1215,184.8889,13194.9210,320.0000,79.5927,79.5734
19.7500,ONE_CIRCLE,ONE_CIRCLE,0.0138,74.4774,103.0355,69.3290,14460.3716,190.6244,-358.9830,13190.2248,322.6522,62.7873,-64.0426,184.8874,13190.2248,320.0000,79.5927,79.5734
19.8000,ONE_CIRCLE,ONE_CIRCLE,0.0138,74.1999,103.3191,69.0753,14444.1950,194.2830,-359.7787,13185.5423,322.6633,62.7038,-63.9636,184.8860,13185.5423,320.0000,79.5927,79.5734
19.8500,ONE_CIRCLE,ONE_CIRCLE,0.0137,73.9234,103.6017,68.8227,14427.7116,197.9236,-360.5634,13180.8733,322.6749,62.6203,-63.8845,184.8844,13180.8733,320.0000,79.5927,79.5734
19.9000,ONE_CIRCLE,ONE_CIRCLE,0.0137,73.6478,103.8832,68.5710,14410.9230,201.5462,-361.3371,13176.2179,322.6868,62.5365,-63.8052,184.8829,13176.2179,320.0000,79.5927,79.5734
19.9500,ONE_CIRCLE,ONE_CIRCLE,0.0137,73.3732,104.1636,68.3203,14393.8306,205.1507,-362.1001,13171.5761,322.6990,62.4527,-63.7258,184.8814,13171.5761,320.0000,79.5927,79.5734
20.0000,ONE_CIRCLE,ONE_CIRCLE,0.0137,73.0995,104.4429,68.0706,14376.4360,208.7372,-362.8521,13166.9480,322.7117,62.3687,-63.6462,184.8798,13166.9480,320.0000,79.5927,79.5734
20.0500,ONE_CIRCLE,ONE_CIRCLE,0.0136,72.8268,104.7211,67.8218,14358.7407,212.3056,-363.5933,13162.3334,322.7247,62.2846,-63.5665,184.8782,13162.3334,320.0000,79.5927,79.5734
20.1000,ONE_CIRCLE,ONE_CIRCLE,0.0136,72.5551,104.9983,67.5741,14340.7462,215.8560,-364.3238,13157.7324,322.7380,62.2004,-63.4867,184.8766,13157.7324,320.0000,79.5927,79.5734
20.1500,ONE_CIRCLE,ONE_CIRCLE,0.0136,72.2843,105.2744,67.3273,14322.4541,219.3883,-365.0435,13153.1449,322.7517,62.1160,-63.4068,184.8749,13153.1449,320.0000,79.5927,79.5734
20.2000,ONE_CIRCLE,ONE_CIRCLE,0.0135,72.0145,105.5494,67.0815,14303.8658,222.9025,-365.7525,13148.5711,322.7658,62.0315,-63.3267,184.8733,13148.5711,320.0000,79.5927,79.5734
20.2500,ONE_CIRCLE,ONE_CIRCLE,0.0135,71.7457,105.8234,66.8366,14284.9829,226.3987,-366.4509,13144.0109,322.7802,61.9469,-63.2465,184.8716,13144.0109,320.0000,79.5927,79.5734
20.3000,ONE_CIRCLE,ONE_CIRCLE,0.0135,71.4778,106.0963,66.5927,14265.8068,229.8767,-367.1387,13139.4642,322.7949,61.8622,-63.1662,184.8699,13139.4642,320.0000,79.5927,79.5734
20.3500,ONE_CIRCLE,ONE_CIRCLE,0.0134,71.2109,106.3681,66.3498,14246.3392,233.3366,-367.8160,13134.9311,322.8100,61.7773,-63.0857,184.8681,13134.9311,320.0000,79.5927,79.5734
20.4000,ONE_CIRCLE,ONE_CIRCLE,0.0134,70.9450,106.6389,66.1078,14226.5815,236.7785,-368.4828,13130.4116,322.8255,61.6923,-63.0051,184.8664,13130.4116,320.0000,79.5927,79.5734
20.4500,ONE_CIRCLE,ONE_CIRCLE,0.0134,70.6800,106.9086,65.8668,14206.5353,240.2023,-369.1393,13125.9057,322.8412,61.6071,-62.9245,184.8646,13125.9057,320.0000,79.5927,79.5734
20.5000,ONE_CIRCLE,ONE_CIRCLE,0.0134,70.4160,107.1773,65.6268,14186.2020,243.6080,-369.7853,13121.4132,322.8573,61.5219,-62.8436,184.8628,13121.4132,320.0000,79.5927,79.5734
20.5500,ONE_CIRCLE,ONE_CIRCLE,0.0133,70.1529,107.4449,65.3877,14165.5832,246.9956,-370.4211,13116.9344,322.8738,61.4365,-62.7627,184.8610,13116.9344,320.0000,79.5927,79.5734
20.6000,ONE_CIRCLE,ONE_CIRCLE,0.0133,69.8908,107.7114,65.1495,14144.6805,250.3652,-371.0466,13112.4690,322.8905,61.3510,-62.6816,184.8592,13112.4690,320.0000,79.5927,79.5734
20.6500,ONE_CIRCLE,ONE_CIRCLE,0.0133,69.6297,107.9769,64.9123,14123.4952,253.7167,-371.6619,13108.0172,322.9076,61.2654,-62.6005,184.8573,13108.0172,320.0000,79.5927,79.5734
20.7000,ONE_CIRCLE,ONE_CIRCLE,0.0133,69.3696,108.2414,64.6760,14102.0290,257.0502,-372.2670,13103.5789,322.9250,61.1797,-62.5192,184.8554,13103.5789,320.0000,79.5927,79.5734
20.7500,ONE_CIRCLE,ONE_CIRCLE,0.0132,69.1104,108.5048,64.4407,14080.2834,260.3657,-372.8620,13099.1541,322.9427,61.0938,-62.4377,184.8535,13099.1541,320.0000,79.5927,79.5734
20.8000,ONE_CIRCLE,ONE_CIRCLE,0.0132,68.8521,108.7671,64.2063,14058.2598,263.6632,-373.4469,13094.7427,322.9607,61.0078,-62.3562,184.8516,13094.7427,320.0000,79.5927,79.5734
20.8500,ONE_CIRCLE,ONE_CIRCLE,0.0132,68.5948,109.0284,63.9728,14035.9598,266.9428,-374.0218,13090.3449,322.9790,60.9218,-62.2745,184.8496,13090.3449,320.0000,79.5927,79.5734
20.9000,ONE_CIRCLE,ONE_CIRCLE,0.0132,68.3385,109.2887,63.7403,14013.3849,270.2044,-374.5867,13085.9604,322.9976,60.8356,-62.1927,184.8477,13085.9604,320.0000,79.5927,79.5734
20.9500,ONE_CIRCLE,ONE_CIRCLE,0.0132,68.0831,109.5479,63.5087,13990.5366,273.4481,-375.1417,13081.5894,323.0165,60.7492,-62.1109,184.8457,13081.5894,320.0000,79.5927,79.5734
21.0000,ONE_CIRCLE,ONE_CIRCLE,0.0131,67.8287,109.8062,63.2780,13967.4164,276.6739,-375.6869,13077.2319,323.0357,60.6628,-62.0289,184.8437,13077.2319,320.0000,79.5927,79.5734
21.0500,ONE_CIRCLE,ONE_CIRCLE,0.0131,67.5752,110.0633,63.0482,13944.0258,279.8818,-376.2223,13072.8877,323.0552,60.5762,-61.9467,184.8416,13072.8877,320.0000,79.5927,79.5734
21.1000,ONE_CIRCLE,ONE_CIRCLE,0.0131,67.3227,110.3195,62.8194,13920.3663,283.0720,-376.7479,13068.5569,323.0750,60.4896,-61.8645,184.8396,13068.5569,320.0000,79.5927,79.5734
21.1500,ONE_CIRCLE,ONE_CIRCLE,0.0131,67.0712,110.5746,62.5914,13896.4394,286.2443,-377.2639,13064.2395,323.0951,60.4028,-61.7822,184.8375,13064.2395,320.0000,79.5927,79.5734
