t,tac1,tac2,adv,ata,aa,relb,dist,clos,ediff,ego_alt,ego_vc,ego_bank,enm_bank,sp_psi,sp_h,sp_v,H1,H2
30.5500,ONE_CIRCLE,ONE_CIRCLE,0.0113,34.1559,143.8072,31.8917,6088.4922,629.9007,-480.9218,12446.7011,324.9235,42.1477,-45.2626,183.7059,12446.7011,320.0000,79.5927,79.5734
30.6000,ONE_CIRCLE,ONE_CIRCLE,0.0113,34.0439,143.9162,31.7699,6035.5097,630.7341,-481.6630,12444.2252,324.9162,42.0388,-45.1781,183.6910,12444.2252,320.0000,79.5927,79.5734
30.6500,ONE_CIRCLE,ONE_CIRCLE,0.0114,33.9325,144.0244,31.6482,5982.4575,631.5589,-482.4043,12441.7560,324.9089,41.9297,-45.0938,183.6759,12441.7560,320.0000,79.5927,79.5734
30.7000,ONE_CIRCLE,ONE_CIRCLE,0.0114,33.8219,144.1317,31.5266,5929.3363,632.3753,-483.1456,12439.2938,324.9014,41.8204,-45.0098,183.6605,12439.2938,320.0000,79.5927,79.5734
30.7500,ONE_CIRCLE,ONE_CIRCLE,0.0114,33.7119,144.2381,31.4052,5876.1468,633.1831,-483.8870,12436.8383,324.8938,41.7108,-44.9260,183.6449,12436.8383,320.0000,79.5927,79.5734
30.8000,ONE_CIRCLE,ONE_CIRCLE,0.0114,33.6027,144.3437,31.2839,5822.8898,633.9822,-484.6283,12434.3897,324.8861,41.6010,-44.8424,183.6290,12434.3897,320.0000,79.5927,79.5734
30.8500,ONE_CIRCLE,ONE_CIRCLE,0.0114,33.4943,144.4484,31.1627,5769.5659,634.7727,-485.3696,12431.9479,324.8783,41.4910,-44.7592,183.6128,12431.9479,320.0000,79.5927,79.5734
30.9000,ONE_CIRCLE,ONE_CIRCLE,0.0115,33.3866,144.5521,31.0417,5716.1760,635.5545,-486.1108,12429.5129,324.8704,41.3807,-44.6761,183.5964,12429.5129,320.0000,79.5927,79.5734
30.9500,ONE_CIRCLE,ONE_CIRCLE,0.0115,33.2796,144.6550,30.9207,5662.7207,636.3275,-486.8520,12427.0847,324.8623,41.2701,-44.5934,183.5796,12427.0847,320.0000,79.5927,79.5734
31.0000,ONE_CIRCLE,ONE_CIRCLE,0.0115,33.1735,144.7569,30.7998,5609.2008,637.0917,-487.5930,12424.6633,324.8541,41.1593,-44.5109,183.5626,12424.6633,320.0000,79.5927,79.5734
31.0500,ONE_CIRCLE,ONE_CIRCLE,0.0115,33.0681,144.8578,30.6791,5555.6171,637.8469,-488.3340,12422.2487,324.8458,41.0482,-44.4288,183.5452,12422.2487,320.0000,79.5927,79.5734
31.1000,ONE_CIRCLE,ONE_CIRCLE,0.0115,32.9636,144.9578,30.5584,5501.9702,638.5931,-489.0749,12419.8408,324.8374,40.9369,-44.3469,183.5276,12419.8408,320.0000,79.5927,79.5734
31.1500,ONE_CIRCLE,ONE_CIRCLE,0.0116,32.8598,145.0567,30.4377,5448.2610,639.3303,-489.8156,12417.4397,324.8288,40.8252,-44.2653,183.5096,12417.4397,320.0000,79.5927,79.5734
31.2000,ONE_CIRCLE,ONE_CIRCLE,0.0116,32.7569,145.1546,30.3172,5394.4902,640.0582,-490.5562,12415.0453,324.8201,40.7132,-44.1841,183.4913,12415.0453,320.0000,79.5927,79.5734
31.2500,ONE_CIRCLE,ONE_CIRCLE,0.0116,32.6549,145.2515,30.1966,5340.6587,640.7769,-491.2966,12412.6577,324.8113,40.6010,-44.1032,183.4726,12412.6577,320.0000,79.5927,79.5734
31.3000,ONE_CIRCLE,ONE_CIRCLE,0.0117,32.5538,145.3473,30.0761,5286.7670,641.4862,-492.0368,12410.2768,324.8024,40.4884,-44.0226,183.4536,12410.2768,320.0000,79.5927,79.5734
31.3500,ONE_CIRCLE,ONE_CIRCLE,0.0117,32.4535,145.4420,29.9556,5232.8162,642.1861,-492.7768,12407.9027,324.7934,40.3755,-43.9424,183.4343,12407.9027,320.0000,79.5927,79.5734
31.4000,ONE_CIRCLE,ONE_CIRCLE,0.0117,32.3542,145.5356,29.8351,5178.8069,642.8763,-493.5166,12405.5352,324.7842,40.2622,-43.8625,183.4145,12405.5352,320.0000,79.5927,79.5734
31.4500,ONE_CIRCLE,ONE_CIRCLE,0.0118,32.2558,145.6281,29.7146,5124.7400,643.5568,-494.2561,12403.1745,324.7749,40.1486,-43.7830,183.3944,12403.1745,320.0000,79.5927,79.5734
31.5000,ONE_CIRCLE,ONE_CIRCLE,0.0118,32.1584,145.7194,29.5941,5070.6163,644.2274,-494.9954,12400.8205,324.7655,40.0346,-43.7039,183.3739,12400.8205,320.0000,79.5927,79.5734
31.5500,ONE_CIRCLE,ONE_CIRCLE,0.0118,32.0619,145.8094,29.4736,5016.4367,644.8879,-495.7345,12398.4732,324.7559,39.9203,-43.6252,183.3529,12398.4732,320.0000,79.5927,79.5734
31.6000,ONE_CIRCLE,ONE_CIRCLE,0.0119,31.9665,145.8983,29.3530,4962.2020,645.5383,-496.4733,12396.1327,324.7463,39.8055,-43.5470,183.3315,12396.1327,320.0000,79.5927,79.5734
31.6500,ONE_CIRCLE,ONE_CIRCLE,0.0119,31.8721,145.9858,29.2323,4907.9130,646.1783,-497.2118,12393.7988,324.7364,39.6904,-43.4691,183.3097,12393.7988,320.0000,79.5927,79.5734
31.7000,ONE_CIRCLE,ONE_CIRCLE,0.0119,31.7788,146.0721,29.1116,4853.5707,646.8077,-497.9500,12391.4716,324.7265,39.5748,-43.3917,183.2874,12391.4716,320.0000,79.5927,79.5734
31.7500,ONE_CIRCLE,ONE_CIRCLE,0.0120,31.6866,146.1570,28.9907,4799.1759,647.4264,-498.6879,12389.1512,324.7164,39.4588,-43.3148,183.2647,12389.1512,320.0000,79.5927,79.5734
31.8000,ONE_CIRCLE,ONE_CIRCLE,0.0120,31.5956,146.2405,28.8698,4744.7296,648.0341,-499.4254,12386.8374,324.7062,39.3424,-43.2383,183.2414,12386.8374,320.0000,79.5927,79.5734
31.8500,ONE_CIRCLE,ONE_CIRCLE,0.0121,31.5057,146.3226,28.7487,4690.2326,648.6306,-500.1627,12384.5303,324.6959,39.2254,-43.1623,183.2176,12384.5303,320.0000,79.5927,79.5734
31.9000,ONE_CIRCLE,ONE_CIRCLE,0.0121,31.4171,146.4032,28.6275,4635.6860,649.2157,-500.8996,12382.2300,324.6854,39.1080,-43.0868,183.1933,12382.2300,320.0000,79.5927,79.5734
31.9500,ONE_CIRCLE,ONE_CIRCLE,0.0122,31.3297,146.4822,28.5060,4581.0906,649.7891,-501.6362,12379.9363,324.6748,38.9901,-43.0119,183.1685,12379.9363,320.0000,79.5927,79.5734
32.0000,ONE_CIRCLE,ONE_CIRCLE,0.0122,31.2436,146.5597,28.3844,4526.4476,650.3505,-502.3724,12377.6494,324.6641,38.8717,-42.9375,183.1431,12377.6494,320.0000,79.5927,79.5734
32.0500,ONE_CIRCLE,ONE_CIRCLE,0.0123,31.1589,146.6356,28.2626,4471.7579,650.8996,-503.1083,12375.3692,324.6532,38.7527,-42.8636,183.1171,12375.3692,320.0000,79.5927,79.5734
32.1000,ONE_CIRCLE,ONE_CIRCLE,0.0123,31.0755,146.7097,28.1405,4417.0226,651.4361,-503.8438,12373.0957,324.6421,38.6331,-42.7904,183.0905,12373.0957,320.0000,79.5927,79.5734
32.1500,ONE_CIRCLE,ONE_CIRCLE,0.0124,30.9937,146.7821,28.0182,4362.2427,651.9596,-504.5789,12370.8289,324.6310,38.5130,-42.7177,183.0633,12370.8289,320.0000,79.5927,79.5734
32.2000,ONE_CIRCLE,ONE_CIRCLE,0.0124,30.9133,146.8527,27.8956,4307.4193,652.4699,-505.3137,12368.5689,324.6196,38.3922,-42.6457,183.0353,12368.5689,320.0000,79.5927,79.5734
32.2500,ONE_CIRCLE,ONE_CIRCLE,0.0125,30.8345,146.9214,27.7727,4252.5537,652.9664,-506.0480,12366.3156,324.6082,38.2708,-42.5743,183.0067,12366.3156,320.0000,79.5927,79.5734
32.3000,ONE_CIRCLE,ONE_CIRCLE,0.0125,30.7573,146.9881,27.6494,4197.6469,653.4487,-506.7821,12364.0691,324.5965,38.1487,-42.5036,182.9774,12364.0691,320.0000,79.5927,79.5734
32.3500,ONE_CIRCLE,ONE_CIRCLE,0.0126,30.6819,147.0527,27.5257,4142.7001,653.9165,-507.5157,12361.8293,324.5847,38.0259,-42.4336,182.9474,12361.8293,320.0000,79.5927,79.5734
32.4000,ONE_CIRCLE,ONE_CIRCLE,0.0126,30.6082,147.1153,27.4017,4087.7146,654.3692,-508.2490,12359.5963,324.5728,37.9024,-42.3644,182.9165,12359.5963,320.0000,79.5927,79.5734
32.4500,ONE_CIRCLE,ONE_CIRCLE,0.0127,30.5364,147.1756,27.2772,4032.6918,654.8062,-508.9819,12357.3701,324.5607,37.7781,-42.2959,182.8849,12357.3701,320.0000,79.5927,79.5734
32.5000,ONE_CIRCLE,ONE_CIRCLE,0.0128,30.4665,147.2336,27.1522,3977.6329,655.2270,-509.7145,12355.1507,324.5484,37.6530,-42.2282,182.8524,12355.1507,320.0000,79.5927,79.5734
32.5500,ONE_CIRCLE,ONE_CIRCLE,0.0128,30.3987,147.2891,27.0267,3922.5393,655.6311,-510.4467,12352.9381,324.5359,37.5271,-42.1614,182.8190,12352.9381,320.0000,79.5927,79.5734
32.6000,ONE_CIRCLE,ONE_CIRCLE,0.0129,30.3330,147.3422,26.9007,3867.4125,656.0176,-511.1786,12350.7324,324.5233,37.4003,-42.0954,182.7847,12350.7324,320.0000,79.5927,79.5734
32.6500,ONE_CIRCLE,ONE_CIRCLE,0.0130,30.2696,147.3925,26.7741,3812.2539,656.3860,-511.9101,12348.5336,324.5105,37.2726,-42.0302,182.7495,12348.5336,320.0000,79.5927,79.5734
32.7000,ONE_CIRCLE,ONE_CIRCLE,0.0131,30.2085,147.4401,26.6469,3757.0651,656.7354,-512.6414,12346.3416,324.4975,37.1438,-41.9661,182.7132,12346.3416,320.0000,79.5927,79.5734
32.7500,ONE_CIRCLE,ONE_CIRCLE,0.0131,30.1499,147.4848,26.5189,3701.8478,657.0651,-513.3723,12344.1566,324.4843,37.0141,-41.9029,182.6759,12344.1566,320.0000,79.5927,79.5734
32.8000,ONE_CIRCLE,ONE_CIRCLE,0.0132,30.0939,147.5264,26.3903,3646.6037,657.3741,-514.1030,12341.9784,324.4709,36.8833,-41.8407,182.6375,12341.9784,320.0000,79.5927,79.5734
32.8500,ONE_CIRCLE,ONE_CIRCLE,0.0133,30.0406,147.5648,26.2608,3591.3345,657.6615,-514.8335,12339.8073,324.4573,36.7514,-41.7796,182.5979,12339.8073,320.0000,79.5927,79.5734
32.9000,ONE_CIRCLE,ONE_CIRCLE,0.0134,29.9903,147.5999,26.1305,3536.0420,657.9262,-515.5637,12337.6432,324.4435,36.6183,-41.7196,182.5571,12337.6432,320.0000,79.5927,79.5734
32.9500,ONE_CIRCLE,ONE_CIRCLE,0.0135,29.9430,147.6313,25.9993,3480.7283,658.1671,-516.2938,12335.4861,324.4294,36.4840,-41.6608,182.5150,12335.4861,320.0000,79.5927,79.5734
33.0000,ONE_CIRCLE,ONE_CIRCLE,0.0136,29.8990,147.6590,25.8672,3425.3954,658.3829,-517.0237,12333.3361,324.4152,36.3484,-41.6032,182.4716,12333.3361,320.0000,79.5927,79.5734
33.0500,ONE_CIRCLE,ONE_CIRCLE,0.0137,29.8584,147.6827,25.7340,3370.0454,658.5724,-517.7535,12331.1932,324.4007,36.2113,-41.5469,182.4268,12331.1932,320.0000,79.5927,79.5734
33.1000,ONE_CIRCLE,ONE_CIRCLE,0.0138,29.8215,147.7022,25.5997,3314.6807,658.7341,-518.4833,12329.0574,324.3859,36.0729,-41.4919,182.3805,12329.0574,320.0000,79.5927,79.5734
33.1500,ONE_CIRCLE,ONE_CIRCLE,0.0139,29.7884,147.7173,25.4643,3259.3036,658.8663,-519.2131,12326.9289,324.3709,35.9329,-41.4383,182.3326,12326.9289,320.0000,79.5927,79.5734
33.2000,ONE_CIRCLE,ONE_CIRCLE,0.0140,29.7594,147.7277,25.3275,3203.9166,658.9675,-519.9430,12324.8076,324.3556,35.7912,-41.3862,182.2831,12324.8076,320.0000,79.5927,79.5734
33.2500,ONE_CIRCLE,ONE_CIRCLE,0.0141,29.7349,147.7331,25.1894,3148.5226,659.0357,-520.6730,12322.6937,324.3401,35.6478,-41.3357,182.2319,12322.6937,320.0000,79.5927,79.5734
33.3000,ONE_CIRCLE,ONE_CIRCLE,0.0142,29.7150,147.7331,25.0499,3093.1242,659.0689,-521.4033,12320.5871,324.3242,35.5027,-41.2868,182.1788,12320.5871,320.0000,79.5927,79.5734
33.3500,ONE_CIRCLE,ONE_CIRCLE,0.0143,29.7001,147.7276,24.9088,3037.7246,659.0649,-522.1339,12318.4880,324.3081,35.3555,-41.2396,182.1237,12318.4880,320.0000,79.5927,79.5734
33.4000,ONE_CIRCLE,ONE_CIRCLE,0.0144,29.6905,147.7161,24.7660,2982.3270,659.0212,-522.8649,12316.3964,324.2916,35.2063,-41.1943,182.0666,12316.3964,320.0000,79.5927,79.5734
33.4500,ONE_CIRCLE,ONE_CIRCLE,0.0145,29.6866,147.6981,24.6214,2926.9348,658.9352,-523.5965,12314.3123,324.2748,35.0550,-41.1508,182.0073,12314.3123,320.0000,79.5927,79.5734
33.5000,ONE_CIRCLE,ONE_CIRCLE,0.0147,29.6888,147.6734,24.4749,2871.5517,658.8039,-524.3287,12312.2360,324.2576,34.9013,-41.1094,181.9457,12312.2360,320.0000,79.5927,79.5734
33.5500,ONE_CIRCLE,ONE_CIRCLE,0.0148,29.6976,147.6413,24.3263,2816.1817,658.6241,-525.0617,12310.1674,324.2400,34.7451,-41.0701,181.8816,12310.1674,320.0000,79.5927,79.5734
33.6000,ONE_CIRCLE,ONE_CIRCLE,0.0149,29.7134,147.6015,24.1755,2760.8289,658.3922,-525.7958,12308.1067,324.2221,34.5863,-41.0331,181.8149,12308.1067,320.0000,79.5927,79.5734
33.6500,ONE_CIRCLE,ONE_CIRCLE,0.0151,29.7367,147.5533,24.0223,2705.4979,658.1044,-526.5310,12306.0539,324.2037,34.4247,-40.9985,181.7454,12306.0539,320.0000,79.5927,79.5734
33.7000,ONE_CIRCLE,ONE_CIRCLE,0.0152,29.7682,147.4962,23.8666,2650.1937,657.7563,-527.2676,12304.0092,324.1848,34.2601,-40.9664,181.6729,12304.0092,320.0000,79.5927,79.5734
33.7500,ONE_CIRCLE,ONE_CIRCLE,0.0153,29.8084,147.4295,23.7080,2594.9213,657.3432,-528.0058,12301.9727,324.1655,34.0922,-40.9371,181.5972,12301.9727,320.0000,79.5927,79.5734
33.8000,ONE_CIRCLE,ONE_CIRCLE,0.0155,29.8581,147.3524,23.5465,2539.6867,656.8598,-528.7459,12299.9446,324.1457,33.9209,-40.9106,181.5181,12299.9446,320.0000,79.5927,79.5734
33.8500,ONE_CIRCLE,ONE_CIRCLE,0.0157,29.9180,147.2642,23.3817,2484.4958,656.3001,-529.4883,12297.9249,324.1252,33.7458,-40.8872,181.4353,12297.9249,320.0000,79.5927,79.5734
33.9000,ONE_CIRCLE,ONE_CIRCLE,0.0158,29.9891,147.1639,23.2134,2429.3554,655.6576,-530.2331,12295.9139,324.1042,33.5668,-40.8670,181.3486,12295.9139,320.0000,79.5927,79.5734
33.9500,ONE_CIRCLE,ONE_CIRCLE,0.0160,30.0721,147.0507,23.0413,2374.2727,654.9251,-530.9809,12293.9116,324.0826,33.3834,-40.8504,181.2576,12293.9116,320.0000,79.5927,79.5734
34.0000,ONE_CIRCLE,ONE_CIRCLE,0.0162,30.1681,146.9234,22.8651,2319.2556,654.0944,-531.7322,12291.9184,324.0603,33.1954,-40.8375,181.1621,12291.9184,320.0000,79.5927,79.5734
34.0500,ONE_CIRCLE,ONE_CIRCLE,0.0163,30.2784,146.7810,22.6844,2264.3128,653.1563,-532.4873,12289.9344,324.0372,33.0024,-40.8286,181.0616,12289.9344,320.0000,79.5927,79.5734
34.1000,ONE_CIRCLE,ONE_CIRCLE,0.0165,30.4040,146.6220,22.4988,2209.4537,652.1008,-533.2469,12287.9599,324.0133,32.8039,-40.8240,180.9558,12287.9599,320.0000,79.5927,79.5734
34.1500,ONE_CIRCLE,ONE_CIRCLE,0.0167,30.5465,146.4451,22.3080,2154.6887,650.9163,-534.0117,12285.9950,323.9885,32.5996,-40.8240,180.8442,12285.9950,320.0000,79.5927,79.5734
34.2000,ONE_CIRCLE,ONE_CIRCLE,0.0169,30.7074,146.2486,22.1113,2100.0291,649.5898,-534.7824,12284.0401,323.9628,32.3888,-40.8290,180.7263,12284.0401,320.0000,79.5927,79.5734
34.2500,ONE_CIRCLE,ONE_CIRCLE,0.0171,30.8884,146.0309,21.9082,2045.4875,648.1067,-535.5600,12282.0954,323.9360,32.1709,-40.8394,180.6015,12282.0954,320.0000,79.5927,79.5734
34.3000,ONE_CIRCLE,ONE_CIRCLE,0.0173,31.0913,145.7899,21.6982,1991.0777,646.4505,-536.3455,12280.1614,323.9081,31.9455,-40.8556,180.4692,12280.1614,320.0000,79.5927,79.5734
34.3500,ONE_CIRCLE,ONE_CIRCLE,0.0175,31.3184,145.5235,21.4805,1936.8150,644.6025,-537.1402,12278.2383,323.8789,31.7116,-40.8781,180.3288,12278.2383,320.0000,79.5927,79.5734
34.4000,ONE_CIRCLE,ONE_CIRCLE,0.0178,31.5720,145.2292,21.2544,1882.7164,642.5413,-537.9454,12276.3267,323.8483,31.4685,-40.9075,180.1793,12276.3267,320.0000,79.5927,79.5734
34.4500,ONE_CIRCLE,ONE_CIRCLE,0.0180,31.8548,144.9044,21.0189,1828.8009,640.2426,-538.7628,12274.4269,323.8162,31.2153,-40.9443,180.0198,12274.4269,320.0000,79.5927,79.5734
34.5000,ONE_CIRCLE,ONE_CIRCLE,0.0182,32.1697,144.5459,20.7730,1775.0895,637.6785,-539.5945,12272.5395,323.7823,30.9509,-40.9892,179.8494,12272.5395,320.0000,79.5927,79.5734
34.5500,ONE_CIRCLE,ONE_CIRCLE,0.0185,32.5201,144.1504,20.5156,1721.6059,634.8172,-540.4427,12270.6650,323.7465,30.6741,-41.0431,179.6667,12270.6650,320.0000,79.5927,79.5734
34.6000,ONE_CIRCLE,ONE_CIRCLE,0.0188,32.9097,143.7141,20.2452,1668.3766,631.6221,-541.3102,12268.8042,323.7085,30.3835,-41.1067,179.4706,12268.8042,320.0000,79.5927,79.5734
34.6500,ONE_CIRCLE,ONE_CIRCLE,0.0190,33.3426,143.2327,19.9604,1615.4313,628.0509,-542.2004,12266.9578,323.6681,30.0776,-41.1810,179.2592,12266.9578,320.0000,79.5927,79.5734
34.7000,ONE_CIRCLE,ONE_CIRCLE,0.0193,33.8235,142.7013,19.6594,1562.8037,624.0549,-543.1173,12265.1266,323.6249,29.7544,-41.2672,179.0309,12265.1266,320.0000,79.5927,79.5734
34.7500,ONE_CIRCLE,ONE_CIRCLE,0.0196,34.3577,142.1146,19.3399,1510.5317,619.5778,-544.0657,12263.3116,323.5785,29.4118,-41.3666,178.7833,12263.3116,320.0000,79.5927,79.5734
34.8000,ONE_CIRCLE,ONE_CIRCLE,0.0199,34.9512,141.4664,18.9995,1458.6585,614.5541,-545.0518,12261.5139,323.5285,29.0474,-41.4806,178.5140,12261.5139,320.0000,79.5927,79.5734
34.8500,ONE_CIRCLE,ONE_CIRCLE,0.0202,35.6105,140.7498,18.6352,1407.2332,608.9079,-546.0827,12259.7349,323.4744,28.6582,-41.6108,178.2200,12259.7349,320.0000,79.5927,79.5734
34.9000,ONE_CIRCLE,ONE_CIRCLE,0.0206,36.3430,139.9570,18.2436,1356.3117,602.5507,-547.1677,12257.9760,323.4154,28.2408,-41.7593,177.8976,12257.9760,320.0000,79.5927,79.5734
34.9500,ONE_CIRCLE,ONE_CIRCLE,0.0209,37.1572,139.0793,17.8202,1305.9579,595.3794,-548.3181,12256.2391,323.3507,27.7909,-41.9284,177.5426,12256.2391,320.0000,79.5927,79.5734
35.0000,ONE_CIRCLE,ONE_CIRCLE,0.0213,38.0623,138.1069,17.3600,1256.2452,587.2740,-549.5485,12254.5262,323.2794,27.3038,-42.1206,177.1495,12254.5262,320.0000,79.5927,79.5734
35.0500,ONE_CIRCLE,ONE_CIRCLE,0.0217,39.0688,137.0285,16.8565,1207.2579,578.0943,-550.8774,12252.8398,323.2001,26.7732,-42.3392,176.7121,12252.8398,320.0000,79.5927,79.5734
35.1000,ONE_CIRCLE,ONE_CIRCLE,0.0221,40.1880,135.8318,16.3020,1159.0929,567.6777,-552.3287,12251.1830,323.1114,26.1920,-42.5878,176.2223,12251.1830,320.0000,79.5927,79.5734
35.1500,ONE_CIRCLE,ONE_CIRCLE,0.0226,41.4327,134.5028,15.6864,1111.8620,555.8350,-553.9337,12249.5593,323.0111,25.5511,-42.8710,175.6701,12249.5593,320.0000,79.5927,79.5734
35.2000,ONE_CIRCLE,ONE_CIRCLE,0.0231,42.8167,133.0261,14.9971,1065.6938,542.3483,-555.7340,12247.9733,322.8968,24.8393,-43.1941,175.0427,12247.9733,320.0000,79.5927,79.5734
35.2500,ONE_CIRCLE,ONE_CIRCLE,0.0237,44.3549,131.3847,14.2180,1020.7370,526.9668,-557.7721,12246.4304,322.7655,24.0424,-43.5635,174.3238,12246.4304,320.0000,79.5927,79.5734
35.3000,ONE_CIRCLE,ONE_CIRCLE,0.0243,46.0633,129.5602,13.3278,977.1626,509.4066,-560.1069,12244.9372,322.6134,23.1425,-43.9873,173.4919,12244.9372,320.0000,79.5927,79.5734
35.3500,ONE_CIRCLE,ONE_CIRCLE,0.0251,47.9576,127.5328,12.2979,935.1665,489.3533,-562.8353,12243.5021,322.4349,22.1160,-44.4753,172.5182,12243.5021,320.0000,79.5927,79.5734
35.4000,ONE_CIRCLE,ONE_CIRCLE,0.0259,50.0535,125.2819,11.0895,894.9728,466.4645,-566.0738,12242.1359,322.2229,20.9324,-45.0397,171.3636,12242.1359,320.0000,79.5927,79.5734
35.4500,ONE_CIRCLE,ONE_CIRCLE,0.0269,52.3650,122.7870,9.6484,856.8347,440.3826,-569.9873,12240.8521,321.9686,19.5507,-45.6959,169.9735,12240.8521,320.0000,79.5927,79.5734
35.5000,ONE_CIRCLE,ONE_CIRCLE,0.0282,54.9028,120.0284,7.8965,821.0357,410.7570,-574.7984,12239.6686,321.6595,17.9151,-46.4636,168.2693,12239.6686,320.0000,79.5927,79.5734
35.5500,ONE_CIRCLE,ONE_CIRCLE,0.0297,57.6715,116.9889,5.7183,787.8872,377.2759,-580.7935,12238.6086,321.2792,15.9478,-47.3682,166.1347,12238.6086,320.0000,79.5927,79.5734
35.6000,ONE_CIRCLE,ONE_CIRCLE,0.0315,60.6803,113.6565,2.9346,757.7242,339.6519,-587.8695,12237.7019,320.8239,13.5787,-48.4426,163.3900,12237.7019,320.0000,79.5927,79.5734
35.6500,ONE_CIRCLE,ONE_CIRCLE,0.0333,63.9756,110.0258,-0.7425,730.9111,297.4725,-594.1221,12236.9670,320.3512,10.7964,-49.7302,158.7466,12236.9670,320.0000,79.5927,79.5734
35.7000,ONE_CIRCLE,ONE_CIRCLE,0.0352,67.5653,106.1015,-5.7892,707.8399,250.6141,-598.6838,12236.4004,319.8817,7.6505,-51.2884,153.6744,12236.4004,320.0000,79.5927,79.5734
35.7500,ONE_CIRCLE,ONE_CIRCLE,0.0371,71.4294,101.9013,-13.0151,688.8977,199.2704,-601.1624,12235.9979,319.4154,4.1911,-53.1839,146.4209,12235.9979,320.0000,79.5927,79.5734
35.8000,ONE_CIRCLE,ONE_CIRCLE,0.0389,75.5323,97.4739,-23.7794,674.4398,144.0593,-602.6169,12235.7551,318.9523,0.4633,-55.4612,135.6285,12235.7551,320.0000,79.5927,79.5734
35.8500,ONE_CIRCLE,ONE_CIRCLE,0.0405,79.8223,92.8819,-39.9479,664.7535,85.9058,-603.8449,12235.6672,318.4895,-3.4951,-58.0877,119.4322,12235.6672,320.0000,79.5927,79.5734
35.9000,TWO_CIRCLE,TWO_CIRCLE,0.0421,84.2339,88.1933,-62.0358,660.0389,25.9689,-604.9798,12235.7284,318.0245,-7.6548,-61.0285,96.8967,12235.7284,320.0000,79.5927,79.5734
35.9500,TWO_CIRCLE,TWO_CIRCLE,0.0435,88.6928,83.4841,-85.4330,660.3901,-34.4023,-606.0221,12235.9320,317.5579,-11.9918,-64.2518,73.4598,12235.9320,320.0000,79.5927,79.5734
36.0000,TWO_CIRCLE,TWO_CIRCLE,0.0447,93.1222,78.8329,-103.9239,665.7847,-93.8086,-606.9738,12236.2704,317.0898,-16.4850,-67.7302,54.9321,12236.2704,320.0000,79.5927,79.5734
36.0500,TWO_CIRCLE,TWO_CIRCLE,0.0458,97.4496,74.3132,-116.4666,676.0858,-150.9551,-607.8367,12236.7351,316.6208,-21.1164,-71.4408,42.3561,12236.7351,320.0000,79.5927,79.5734
36.1000,TWO_CIRCLE,TWO_CIRCLE,0.0466,101.6127,70.0008,-124.8181,691.0555,-204.7313,-610.5911,12237.3163,316.1511,-25.8705,-75.3067,33.9769,12237.3163,320.0000,79.5927,79.5734
36.1500,TWO_CIRCLE,TWO_CIRCLE,0.0471,105.5619,65.9528,-130.5667,710.3753,-254.3830,-617.3924,12238.0033,315.6811,-30.7338,-78.9737,28.2074,12238.0033,320.0000,79.5927,79.5734
36.2000,TWO_CIRCLE,TWO_CIRCLE,0.0475,109.2627,62.1906,-134.6936,733.6826,-299.5816,-628.1937,12238.7839,315.2113,-35.6947,-81.8922,24.0647,12238.7839,320.0000,79.5927,79.5734
36.2500,TWO_CIRCLE,TWO_CIRCLE,0.0477,112.6957,58.7270,-137.7710,760.5981,-340.2406,-643.0186,12239.6453,314.7421,-40.7430,-83.8176,20.9759,12239.6453,320.0000,79.5927,79.5734
36.3000,TWO_CIRCLE,TWO_CIRCLE,0.0477,115.8540,55.5679,-140.1388,790.7434,-376.4618,-661.8995,12240.5735,314.2740,-45.8702,-84.8298,18.6008,12240.5735,320.0000,79.5927,79.5734
36.3500,TWO_CIRCLE,TWO_CIRCLE,0.0475,118.7409,52.7165,-142.0069,823.7542,-408.4654,-684.8743,12241.5536,313.8075,-51.0688,-85.0113,16.7303,12241.5536,320.0000,79.5927,79.5734
36.4000,TWO_CIRCLE,TWO_CIRCLE,0.0471,121.3670,50.1598,-143.5113,859.2884,-436.5650,-709.9867,12242.5699,313.3429,-56.3324,-84.4461,15.2280,12242.5699,320.0000,79.5927,79.5734
36.4500,TWO_CIRCLE,TWO_CIRCLE,0.0465,123.7495,47.8722,-144.7464,897.0341,-461.1457,-735.0111,12243.6062,312.8810,-61.6559,-83.2171,13.9984,12243.6062,320.0000,79.5927,79.5734
36.5000,TWO_CIRCLE,TWO_CIRCLE,0.0459,125.9086,45.8346,-145.7779,936.7118,-482.6000,-759.6622,12244.6457,312.4220,-67.0359,-81.4007,12.9756,12244.6457,320.0000,79.5927,79.5734
36.5500,TWO_CIRCLE,TWO_CIRCLE,0.0451,127.8647,44.0253,-146.6525,978.0754,-501.3162,-783.8912,12245.6712,311.9667,-72.4702,-79.0633,12.1132,12245.6712,320.0000,79.5927,79.5734
36.6000,TWO_CIRCLE,TWO_CIRCLE,0.0439,129.6845,42.4218,-147.4068,1020.9181,-517.9405,-805.7197,12246.6614,311.5870,-77.6678,-76.2633,11.3840,12246.6614,320.0000,79.5927,79.5734
36.6500,TWO_CIRCLE,TWO_CIRCLE,0.0421,131.4182,41.0008,-148.0638,1065.0916,-533.0026,-823.0088,12247.5891,311.3620,-81.9040,-73.0521,10.7692,12247.5891,320.0000,79.5927,79.5734
36.7000,TWO_CIRCLE,TWO_CIRCLE,0.0399,133.0705,39.7393,-148.6318,1110.4733,-546.7189,-835.8245,12248.4395,311.2903,-85.0427,-69.4757,10.2496,12248.4395,320.0000,79.5927,79.5734
